vehicle_id,batch_id,temperature,voltage,charge_cycles,depth_of_discharge,fast_charge_frequency,current,state_of_charge,state_of_health,internal_resistance,ambient_temperature,battery_age_months,health_score,rul_days,thermal_stress_index,failure_risk,maintenance_due
EV-5AB64F06,BATCH_C,43.64921479119751,397.0,890,78.27,5,68.33,46.32,84.19390124808464,47.85901331351201,24.03,17,61.64,816,29.43,Medium,No
EV-5B03A8FF,BATCH_C,47.96769702888419,408.84,1246,70.76,7,215.02,21.85,70.0,61.413899852233534,25.63,64,39.35,371,44.68,Critical,Yes
EV-2A9D9F4B,BATCH_B,29.25,396.97,1200,63.2,5,152.13,47.49,78.82,54.12,18.82,74,60.65,677,15.65,Medium,No
EV-5CF9399D,BATCH_D,52.97,393.81,1073,52.45,7,-128.12,78.09,80.14,51.09,39.22,85,39.16,420,27.5,Critical,Yes
EV-E96C52E7,BATCH_A,50.31,400.72,858,88.89,1,-101.42,60.92,89.99,34.39,39.66,42,63.25,866,5.33,Medium,No
EV-74E0CEF9,BATCH_A,46.53,384.09,1222,90.28,2,105.87,30.83,84.97,42.19,31.86,89,49.8,613,11.0,High,Yes
EV-F6EFF2AC,BATCH_C,48.19206085952324,382.01,1410,56.89,7,201.96,56.39,77.9734361606295,57.8780450478059,33.71,92,37.77,381,28.96,Critical,Yes
EV-EB6BD9D5,BATCH_D,41.97,404.61,196,87.88,4,68.69,77.52,95.16,22.98,27.14,7,77.89,1098,18.54,Medium,No
EV-1F42A83B,BATCH_D,24.61,384.25,1421,83.51,6,-53.73,55.81,79.79,56.14,19.39,109,52.52,543,9.13,High,No
EV-E7374ED4,BATCH_B,29.68,397.66,1015,66.53,4,-39.93,47.01,86.47,39.78,23.68,60,67.51,860,7.5,Medium,No
EV-6018F3B6,BATCH_A,27.27,383.6,971,67.52,6,82.22,22.39,83.79,44.75,19.44,59,62.48,792,13.7,Medium,No
EV-06B8132E,BATCH_D,41.27,388.31,291,94.18,2,-6.9,79.91,96.05,21.14,29.04,5,84.76,1208,9.17,Low,No
EV-C2AA1E58,BATCH_B,37.13,384.54,846,79.52,6,75.26,52.16,82.81,45.0,30.39,44,59.92,764,11.8,High,No
EV-65010E7B,BATCH_B,30.44,394.51,625,93.31,6,92.34,32.63,82.56,44.52,17.05,35,63.3,823,23.43,Medium,No
EV-0D93F602,BATCH_C,57.482609713839025,382.03,862,51.33,7,143.15,36.22,79.39586993488227,51.81909281369556,32.53,16,40.38,509,49.91,High,Yes
EV-E70B01ED,BATCH_B,46.87,381.93,295,77.54,6,-104.21,79.28,89.9,32.42,37.67,13,67.11,939,16.1,Medium,No
EV-8FCAA7F9,BATCH_A,50.92,400.96,913,66.99,0,245.55,60.16,92.75,30.9,42.71,56,66.06,890,2.05,Medium,No
EV-26EC21EE,BATCH_B,35.99,386.04,479,57.29,7,175.54,76.61,86.52,39.23,28.13,25,71.62,941,15.72,Medium,No
EV-6F7D50F9,BATCH_B,45.56,386.11,480,86.45,0,207.32,45.17,95.67,23.36,33.87,11,77.26,1103,2.92,Medium,No
EV-F8551BAB,BATCH_D,37.04,408.73,1193,82.77,1,61.26,33.31,85.85,37.74,25.22,72,65.87,815,5.91,Medium,No
EV-19A21874,BATCH_B,39.69,405.6,1168,86.07,5,25.55,63.78,81.34,50.24,25.69,73,55.51,602,21.0,High,No
EV-F7713B7C,BATCH_A,46.45,383.54,954,60.38,2,90.6,43.16,90.5,34.04,38.47,72,61.41,816,5.99,Medium,No
EV-D5D5DD32,BATCH_B,35.29,406.17,1458,57.1,4,-34.77,57.41,80.42,51.09,26.71,105,54.58,542,10.72,High,No
EV-96B7A214,BATCH_B,32.55,400.93,1623,54.99,4,38.39,84.22,80.0,51.42,26.98,109,54.74,534,6.96,High,No
EV-BADE2447,BATCH_C,45.088726694107734,390.04,1292,84.41,2,-94.28,58.3,80.42444885783554,51.266620728075324,25.14,83,52.05,600,14.96,High,No
EV-35F76CBC,BATCH_A,44.06,382.42,614,74.81,6,228.64,38.94,84.97,44.9,32.94,44,57.45,771,19.46,High,No
EV-18C15D09,BATCH_A,41.73,392.95,224,63.65,7,189.93,88.0,90.5,33.38,30.23,13,71.15,993,23.0,Medium,No
EV-02CF1A83,BATCH_A,51.32,396.03,1506,88.71,0,122.78,71.65,89.52,31.37,38.21,119,49.58,590,3.28,High,Yes
EV-F5A9B739,BATCH_D,45.16,392.81,320,56.2,6,25.18,82.8,91.24,31.82,35.86,6,68.46,976,16.27,Medium,No
EV-C9A23FD6,BATCH_C,47.563353382925314,386.96,1163,76.49,7,-59.15,72.32,80.43220280118743,57.46767096034427,28.1,45,47.81,527,38.93,High,Yes
EV-CB207C09,BATCH_B,26.09,388.48,1327,64.14,1,90.97,82.33,90.73,33.65,16.7,104,72.75,868,4.7,Medium,No
EV-4D39F9A8,BATCH_C,47.932186278508965,382.3,934,61.26,7,67.46,54.65,77.09458162418501,49.85718914608859,29.36,16,49.02,619,37.14,High,Yes
EV-5315A247,BATCH_C,56.976354526611075,406.79,1800,64.35,7,66.57,27.31,70.0,56.59207695899783,41.07,99,21.43,114,31.81,Critical,Yes
EV-52161823,BATCH_A,34.68,383.68,432,82.62,3,165.18,22.51,89.32,35.76,24.15,26,78.12,1061,10.53,Medium,No
EV-6674FE4C,BATCH_B,48.8,405.09,1343,62.16,7,85.3,41.03,77.9,53.94,43.59,89,39.43,401,10.42,Critical,Yes
EV-55BC0E72,BATCH_A,43.49,391.54,276,52.0,6,-67.71,32.91,88.38,34.85,29.86,7,71.3,1031,23.85,Medium,No
EV-8923D247,BATCH_D,28.57,408.12,892,90.95,4,151.79,43.54,87.13,40.59,15.94,68,65.7,838,15.79,Medium,No
EV-253A7C16,BATCH_C,58.48414488258963,404.88,1800,69.53,5,21.02,71.05,70.0,67.70473593661912,37.72,103,19.87,121,31.15,Critical,Yes
EV-4661BEFA,BATCH_C,54.83613076602378,403.07,1800,61.7,7,234.12,52.71,70.0,68.05700130757607,27.72,109,18.77,65,54.23,Critical,Yes
EV-ACEEFBBB,BATCH_C,47.182594969538144,398.47,503,66.28,6,113.69,74.77,84.34104844030432,45.87776475973348,25.13,10,56.71,770,38.59,High,No
EV-B1CC1723,BATCH_C,45.458424999759416,393.99,1666,93.46,7,42.08,79.1,70.0,69.35445671148929,28.88,108,26.23,162,33.16,Critical,Yes
EV-31F544F0,BATCH_C,49.32239182486752,387.79,596,72.27,4,-59.03,32.21,88.19553437064582,37.465017781276664,22.74,8,64.96,915,33.23,Medium,No
EV-E4E6C94F,BATCH_D,38.88,408.55,1100,94.64,0,240.11,21.13,89.23,30.93,31.6,74,69.93,913,1.82,Medium,No
EV-A561D646,BATCH_C,39.97359361925258,393.31,1312,73.0,5,-55.21,42.81,79.5811297277752,51.678531382909746,25.49,69,54.7,618,21.73,High,No
EV-A06CE639,BATCH_B,34.13,399.56,253,71.18,5,239.4,63.53,89.64,33.73,25.05,3,84.36,1138,13.62,Low,No
EV-FD77812F,BATCH_B,57.03,380.77,636,77.41,4,173.21,55.76,92.22,28.62,42.91,47,58.05,795,17.65,High,No
EV-968DFD21,BATCH_C,51.02311440994033,401.79,1800,67.15,7,249.13,25.49,70.0,67.27439247178468,39.92,120,21.75,98,22.21,Critical,Yes
EV-562B276F,BATCH_D,44.8,395.61,928,64.26,0,-71.99,60.27,94.29,23.78,33.21,68,68.88,934,2.9,Medium,No
EV-78D6B802,BATCH_B,30.08,409.17,678,81.19,5,28.0,87.03,87.03,39.87,21.93,42,73.38,948,12.22,Medium,No
EV-212C6DD9,BATCH_D,37.57,390.87,642,71.79,5,-57.86,75.04,91.22,31.55,31.81,46,72.03,930,8.64,Medium,No
EV-73DBA3E8,BATCH_B,47.37,397.54,978,56.22,3,-45.89,40.08,87.04,38.09,38.29,72,60.56,775,9.08,Medium,No
EV-8D74DD41,BATCH_C,56.2240569697372,397.28,478,78.47,7,159.06,82.99,80.60211154441345,52.163761224561156,27.63,15,47.55,685,57.19,High,Yes
EV-9CE08BF7,BATCH_D,54.42,380.72,1241,57.51,2,-120.79,56.04,88.58,37.46,41.08,95,49.9,629,10.01,High,Yes
EV-CA0F947A,BATCH_D,30.79,387.24,1646,63.2,5,-15.28,77.73,81.64,45.99,18.82,115,53.89,536,17.95,High,No
EV-5B9E1CE5,BATCH_C,40.77690144369686,408.5,1449,90.98,4,102.33,71.85,86.03394460160709,43.26450778750386,17.21,75,55.32,598,29.46,High,No
EV-674E2DF9,BATCH_A,44.76,389.61,281,57.95,5,139.01,39.55,89.69,35.73,35.22,19,71.15,1006,14.31,Medium,No
EV-39E2F44B,BATCH_A,35.87,406.92,550,76.09,7,187.63,49.87,84.86,40.2,25.23,29,69.91,893,21.28,Medium,No
EV-ACF5A0E1,BATCH_C,56.81256226890816,408.35,1161,89.71,4,142.39,50.14,86.3665438493497,37.255925372134975,43.61,49,45.04,581,16.5,High,Yes
EV-E18B1B2F,BATCH_C,35.71674586731446,408.18,1061,61.67,7,92.47,27.43,77.86023988493955,59.701634432583305,21.71,35,60.73,701,28.01,Medium,No
EV-6B2FB83D,BATCH_B,54.2,403.97,392,50.3,0,183.0,21.8,95.27,27.45,43.8,3,73.09,1100,2.6,Medium,No
EV-6E905427,BATCH_B,47.17,404.93,774,63.27,6,-106.15,69.44,83.76,45.5,36.96,36,56.53,694,17.87,High,No
EV-5025F506,BATCH_A,36.54,409.79,943,82.92,7,-103.41,44.76,86.17,42.94,22.89,56,61.78,743,27.3,Medium,No
EV-906BBB73,BATCH_A,34.88,388.28,1303,78.38,1,55.14,74.39,88.41,36.42,24.81,95,69.93,841,5.04,Medium,No
EV-293CC63C,BATCH_C,41.32080796388061,395.64,1641,58.57,7,73.27,78.63,74.1012532733125,67.46209056914708,18.01,114,39.69,302,46.62,Critical,Yes
EV-19CD0FAB,BATCH_B,38.95,385.61,1182,72.35,4,-97.28,64.43,87.16,41.82,29.1,86,67.67,776,12.31,Medium,No
EV-2F59D038,BATCH_A,37.94,398.34,951,81.95,0,-134.47,68.16,92.56,24.48,28.03,66,77.97,1011,2.48,Medium,No
EV-2A74C221,BATCH_D,43.97,399.71,1308,58.1,3,-29.96,36.23,88.66,34.24,34.13,80,56.55,689,9.84,High,No
EV-579A8664,BATCH_C,61.62895189172166,390.71,1665,71.64,7,-111.39,27.87,70.0,75.46397046263488,38.9,85,12.4,50,45.46,Critical,Yes
EV-3A904744,BATCH_D,55.3,390.43,308,67.91,7,-98.78,81.75,83.28,45.01,43.69,14,54.88,777,23.22,High,No
